transaction_id,timestamp,account_id,linked_momo_account,amount_ghs,transaction_type,channel,counterparty_account,balance_before_ghs,balance_after_ghs,location_region,is_after_hours,income_tier,personal_alert_threshold,label,attack_type
BANK-TXN-702316,2025-12-02 03:33:07.465581,BANK-GH-00052,MOMO-GH-00052,1315.36,momo_link,momo,BANK-GH-00316,4254.68,2939.32,Central,False,low,2196.54,0,none
BANK-TXN-737134,2025-12-02 03:35:03.400147,BANK-GH-00224,MOMO-GH-00224,14466.94,momo_link,branch,BANK-GH-00386,34585.25,20118.31,Upper West,False,high,26863.32,0,none
BANK-TXN-940615,2025-12-02 03:49:44.441300,BANK-GH-00383,MOMO-GH-00383,1046.32,momo_link,momo,BANK-GH-00476,3502.71,2456.39,Central,False,low,1544.46,0,none
BANK-TXN-926602,2025-12-02 04:29:04.475636,BANK-GH-00286,MOMO-GH-00286,3763.22,momo_link,momo,BANK-GH-00315,23035.71,19272.49,Central,False,middle,8492.49,0,none
BANK-TXN-918551,2025-12-02 05:25:13.418187,BANK-GH-00337,MOMO-GH-00337,858.96,withdrawal,mobile,BANK-GH-00158,2899.9,2040.94,Northern,False,low,907.8,0,none
BANK-TXN-230703,2025-12-02 05:26:04.461356,BANK-GH-00133,MOMO-GH-00133,797.93,transfer,atm,BANK-GH-00294,2074.08,1276.15,Volta,False,low,1546.02,0,none
BANK-TXN-871222,2025-12-02 06:08:55.395241,BANK-GH-00049,MOMO-GH-00049,698.64,transfer,branch,BANK-GH-00234,5658.15,4959.51,Northern,False,middle,2563.59,0,none
BANK-TXN-430079,2025-12-02 07:11:13.447869,BANK-GH-00037,MOMO-GH-00037,1510.7,transfer,momo,BANK-GH-00117,1688.9,178.2,Volta,False,low,1974.3,0,none
BANK-TXN-152427,2025-12-02 07:33:49.386304,BANK-GH-00420,MOMO-GH-00420,1112.91,momo_link,internet,BANK-GH-00152,5350.1,4237.19,Upper West,False,low,2021.85,0,none
BANK-TXN-589286,2025-12-02 07:47:31.434067,BANK-GH-00320,MOMO-GH-00320,1824.71,deposit,internet,BANK-GH-00009,7522.18,5697.47,Greater Accra,False,middle,2890.59,0,none
BANK-TXN-312544,2025-12-02 08:17:32.404749,BANK-GH-00177,MOMO-GH-00177,1648.36,withdrawal,momo,BANK-GH-00171,5623.58,3975.22,Central,False,low,1917.72,0,none
BANK-TXN-524368,2025-12-02 09:11:46.441197,BANK-GH-00055,MOMO-GH-00055,1704.43,deposit,mobile,BANK-GH-00116,2989.02,1284.59,Volta,False,low,1764.87,0,none
BANK-TXN-837010,2025-12-02 11:11:19.387232,BANK-GH-00325,MOMO-GH-00325,750.95,momo_link,branch,BANK-GH-00008,509.84,-241.11,Eastern,False,low,1509.03,0,none
BANK-TXN-151462,2025-12-02 11:38:32.458151,BANK-GH-00396,MOMO-GH-00396,4188.69,withdrawal,mobile,BANK-GH-00341,18656.98,14468.29,Central,False,middle,6957.15,0,none
BANK-TXN-613340,2025-12-02 11:44:59.423474,BANK-GH-00360,MOMO-GH-00360,749.53,withdrawal,atm,BANK-GH-00198,1698.1,948.57,Upper East,False,low,2006.07,0,none
BANK-TXN-751353,2025-12-02 12:03:51.487404,BANK-GH-00385,MOMO-GH-00385,1194.92,withdrawal,mobile,BANK-GH-00126,4099.77,2904.85,Ashanti,False,low,2075.82,0,none
BANK-TXN-653991,2025-12-02 12:41:00.465721,BANK-GH-00423,MOMO-GH-00423,940.55,withdrawal,internet,BANK-GH-00189,2124.64,1184.09,Brong-Ahafo,False,low,1204.08,0,none
BANK-TXN-404507,2025-12-02 12:48:43.487524,BANK-GH-00471,MOMO-GH-00471,4685.24,momo_link,internet,BANK-GH-00298,13307.55,8622.31,Greater Accra,False,middle,5829.93,0,none
BANK-TXN-535094,2025-12-02 12:57:08.399250,BANK-GH-00259,MOMO-GH-00259,812.84,momo_link,atm,BANK-GH-00476,2956.73,2143.89,Upper East,False,low,1105.56,0,none
BANK-TXN-404798,2025-12-02 14:38:35.428724,BANK-GH-00263,MOMO-GH-00263,2095.06,transfer,momo,BANK-GH-00488,13562.05,11466.99,Brong-Ahafo,False,middle,4152.51,0,none
BANK-TXN-397477,2025-12-02 14:47:35.445412,BANK-GH-00373,MOMO-GH-00373,9517.55,momo_link,momo,BANK-GH-00411,35462.82,25945.27,Eastern,False,high,12687.0,0,none
BANK-TXN-873298,2025-12-02 14:50:57.469435,BANK-GH-00197,MOMO-GH-00197,14554.22,withdrawal,internet,BANK-GH-00122,51853.55,37299.33,Volta,False,high,20168.34,0,none
BANK-TXN-663513,2025-12-02 17:28:01.422435,BANK-GH-00315,MOMO-GH-00315,2117.31,transfer,mobile,BANK-GH-00293,2385.8,268.49,Northern,False,low,2371.98,0,none
BANK-TXN-504293,2025-12-02 17:47:02.390490,BANK-GH-00272,MOMO-GH-00272,508.83,deposit,internet,BANK-GH-00148,1247.25,738.42,Upper East,False,low,1563.57,0,none
BANK-TXN-181918,2025-12-02 18:29:21.436363,BANK-GH-00300,MOMO-GH-00300,1432.04,deposit,mobile,BANK-GH-00078,3043.16,1611.12,Ashanti,False,low,1419.24,0,none
BANK-TXN-438484,2025-12-02 18:43:19.396509,BANK-GH-00063,MOMO-GH-00063,808.96,transfer,branch,BANK-GH-00313,819.32,10.36,Brong-Ahafo,False,low,969.33,0,none
BANK-TXN-761084,2025-12-02 18:47:16.392320,BANK-GH-00164,MOMO-GH-00164,681.4,withdrawal,momo,BANK-GH-00027,2389.05,1707.65,Upper West,False,low,1952.67,0,none
BANK-TXN-368207,2025-12-02 19:16:56.411437,BANK-GH-00273,MOMO-GH-00273,1156.41,momo_link,mobile,BANK-GH-00191,3153.64,1997.23,Ashanti,False,low,1743.03,0,none
BANK-TXN-776968,2025-12-02 19:28:12.474956,BANK-GH-00100,MOMO-GH-00100,944.34,deposit,momo,BANK-GH-00079,2897.44,1953.1,Greater Accra,False,low,1011.12,0,none
BANK-TXN-635032,2025-12-02 19:39:16.399090,BANK-GH-00051,MOMO-GH-00051,584.38,deposit,momo,BANK-GH-00446,4367.86,3783.48,Eastern,False,low,2130.81,0,none
BANK-TXN-800599,2025-12-02 20:18:59.475228,BANK-GH-00278,MOMO-GH-00278,4424.0,withdrawal,branch,BANK-GH-00373,14147.01,9723.01,Upper East,False,high,10308.24,0,none
BANK-TXN-305802,2025-12-02 20:34:06.466681,BANK-GH-00145,MOMO-GH-00145,30071.46,withdrawal,momo,BANK-GH-00354,117455.19,87383.73,Volta,False,high,37965.15,0,none
BANK-TXN-574489,2025-12-02 20:48:09.445681,BANK-GH-00305,MOMO-GH-00305,5639.36,transfer,mobile,BANK-GH-00002,17960.96,12321.6,Volta,False,middle,8905.59,0,none
BANK-TXN-516263,2025-12-02 21:10:02.450600,BANK-GH-00339,MOMO-GH-00339,4377.98,momo_link,branch,BANK-GH-00053,8925.66,4547.68,Volta,False,middle,6339.69,0,none
BANK-TXN-860548,2025-12-02 21:37:49.453938,BANK-GH-00462,MOMO-GH-00462,821.47,momo_link,internet,BANK-GH-00430,4626.01,3804.54,Central,False,low,1496.19,0,none
BANK-TXN-763414,2025-12-02 21:38:04.393491,BANK-GH-00406,MOMO-GH-00406,856.42,withdrawal,branch,BANK-GH-00025,702.14,-154.28,Central,False,low,1090.41,0,none
BANK-TXN-293810,2025-12-02 22:09:48.400639,BANK-GH-00168,MOMO-GH-00168,2824.49,transfer,mobile,BANK-GH-00232,17003.87,14179.38,Volta,False,middle,5111.34,0,none
BANK-TXN-643962,2025-12-02 22:27:46.391985,BANK-GH-00421,MOMO-GH-00421,915.49,momo_link,internet,BANK-GH-00110,2112.7,1197.21,Western,False,low,1751.73,0,none
BANK-TXN-491456,2025-12-02 22:36:25.408051,BANK-GH-00184,MOMO-GH-00184,5777.43,deposit,branch,BANK-GH-00213,5923.24,145.81,Western,False,middle,7322.31,0,none
BANK-TXN-389155,2025-12-02 23:15:43.439218,BANK-GH-00314,MOMO-GH-00314,592.01,withdrawal,branch,BANK-GH-00215,1483.59,891.58,Central,False,low,1700.49,0,none
BANK-TXN-497457,2025-12-03 00:04:50.474835,BANK-GH-00388,MOMO-GH-00388,4837.05,momo_link,internet,BANK-GH-00102,16318.93,11481.88,Ashanti,False,middle,7384.53,0,none
BANK-TXN-893023,2025-12-03 00:10:12.387515,BANK-GH-00114,MOMO-GH-00114,3350.24,transfer,atm,BANK-GH-00311,11002.39,7652.15,Greater Accra,False,middle,5042.97,0,none
BANK-TXN-904881,2025-12-03 00:12:26.486847,BANK-GH-00289,MOMO-GH-00289,3419.18,momo_link,atm,BANK-GH-00255,13966.16,10546.98,Upper West,False,middle,6332.37,0,none
BANK-TXN-731205,2025-12-03 02:09:12.485202,BANK-GH-00134,MOMO-GH-00134,769.27,withdrawal,atm,BANK-GH-00143,2957.26,2187.99,Brong-Ahafo,False,low,1018.44,0,none
BANK-TXN-513839,2025-12-03 02:10:31.387738,BANK-GH-00208,MOMO-GH-00208,1842.44,transfer,atm,BANK-GH-00111,4835.55,2993.11,Northern,False,low,2265.75,0,none
BANK-TXN-287664,2025-12-03 03:08:49.453021,BANK-GH-00352,MOMO-GH-00352,1131.46,withdrawal,branch,BANK-GH-00157,1912.16,780.7,Volta,False,low,1819.02,0,none
BANK-TXN-755966,2025-12-03 03:13:15.478281,BANK-GH-00138,MOMO-GH-00138,6852.65,transfer,momo,BANK-GH-00349,24917.53,18064.88,Volta,False,middle,8951.76,0,none
BANK-TXN-902219,2025-12-03 03:14:37.427219,BANK-GH-00227,MOMO-GH-00227,1136.22,deposit,momo,BANK-GH-00405,2259.22,1123.0,Brong-Ahafo,False,low,1990.23,0,none
BANK-TXN-892514,2025-12-03 04:36:34.409272,BANK-GH-00017,MOMO-GH-00017,23404.57,withdrawal,branch,BANK-GH-00166,53789.78,30385.21,Ashanti,False,high,36430.65,0,none
BANK-TXN-761964,2025-12-03 04:37:44.412344,BANK-GH-00271,MOMO-GH-00271,1598.84,withdrawal,momo,BANK-GH-00366,7115.97,5517.13,Western,False,low,2370.24,0,none
BANK-TXN-924584,2025-12-03 05:03:09.434162,BANK-GH-00257,MOMO-GH-00257,4522.31,deposit,internet,BANK-GH-00024,9432.53,4910.22,Western,False,middle,6513.39,0,none
BANK-TXN-470725,2025-12-03 05:08:07.424881,BANK-GH-00208,MOMO-GH-00208,1493.49,momo_link,branch,BANK-GH-00240,5079.78,3586.29,Northern,False,low,2265.75,0,none
BANK-TXN-201955,2025-12-03 05:45:52.402454,BANK-GH-00243,MOMO-GH-00243,1296.52,momo_link,momo,BANK-GH-00094,2888.61,1592.09,Upper West,False,low,1354.23,0,none
BANK-TXN-596524,2025-12-03 06:03:39.392843,BANK-GH-00146,MOMO-GH-00146,1881.1,deposit,mobile,BANK-GH-00148,2808.01,926.91,Brong-Ahafo,False,low,1909.23,0,none
BANK-TXN-131350,2025-12-03 06:04:21.403984,BANK-GH-00238,MOMO-GH-00238,2184.14,withdrawal,atm,BANK-GH-00223,5483.35,3299.21,Upper West,False,low,2399.4,0,none
BANK-TXN-829711,2025-12-03 06:09:53.457044,BANK-GH-00423,MOMO-GH-00423,667.88,transfer,internet,BANK-GH-00008,3763.07,3095.19,Brong-Ahafo,False,low,1204.08,0,none
BANK-TXN-239359,2025-12-03 06:26:25.447702,BANK-GH-00245,MOMO-GH-00245,1025.25,withdrawal,internet,BANK-GH-00043,5410.86,4385.61,Central,False,low,2322.81,0,none
BANK-TXN-360849,2025-12-03 06:26:32.428654,BANK-GH-00209,MOMO-GH-00209,857.33,momo_link,branch,BANK-GH-00460,2972.4,2115.07,Northern,False,low,1253.67,0,none
BANK-TXN-463778,2025-12-03 06:37:44.438176,BANK-GH-00154,MOMO-GH-00154,757.23,deposit,branch,BANK-GH-00109,3091.2,2333.97,Greater Accra,False,low,1218.15,0,none
BANK-TXN-217314,2025-12-03 07:04:28.407361,BANK-GH-00304,MOMO-GH-00304,6000.64,withdrawal,atm,BANK-GH-00156,12445.71,6445.07,Brong-Ahafo,False,middle,7228.02,0,none
BANK-TXN-476091,2025-12-03 08:50:07.406554,BANK-GH-00060,MOMO-GH-00060,4983.45,transfer,atm,BANK-GH-00144,19079.33,14095.88,Upper East,False,middle,6403.98,0,none
BANK-TXN-620760,2025-12-03 09:30:48.451171,BANK-GH-00379,MOMO-GH-00379,4888.99,momo_link,branch,BANK-GH-00250,5207.66,318.67,Volta,False,middle,7867.98,0,none
BANK-TXN-974113,2025-12-03 09:52:31.470231,BANK-GH-00218,MOMO-GH-00218,3943.81,momo_link,atm,BANK-GH-00177,8161.35,4217.54,Ashanti,False,middle,4675.71,0,none
BANK-TXN-794475,2025-12-03 11:27:07.463395,BANK-GH-00221,MOMO-GH-00221,4742.78,momo_link,mobile,BANK-GH-00117,19299.54,14556.76,Central,False,middle,8246.22,0,none
BANK-TXN-409488,2025-12-03 12:00:07.479012,BANK-GH-00116,MOMO-GH-00116,887.08,deposit,atm,BANK-GH-00120,545.07,-342.01,Brong-Ahafo,False,low,981.3,0,none
BANK-TXN-714973,2025-12-03 13:02:31.464189,BANK-GH-00074,MOMO-GH-00074,6506.01,momo_link,branch,BANK-GH-00440,26685.47,20179.46,Central,False,middle,8325.54,0,none
BANK-TXN-681956,2025-12-03 13:17:52.470958,BANK-GH-00433,MOMO-GH-00433,2239.99,deposit,branch,BANK-GH-00252,6075.24,3835.25,Eastern,False,middle,2628.69,0,none
BANK-TXN-441288,2025-12-03 13:47:20.432432,BANK-GH-00487,MOMO-GH-00487,1880.72,deposit,branch,BANK-GH-00451,3943.93,2063.21,Central,False,middle,2455.86,0,none
BANK-TXN-765669,2025-12-03 15:18:28.415277,BANK-GH-00466,MOMO-GH-00466,3677.68,withdrawal,branch,BANK-GH-00245,15782.2,12104.52,Upper East,False,middle,5162.97,0,none
BANK-TXN-258375,2025-12-03 15:36:00.390903,BANK-GH-00412,MOMO-GH-00412,17289.89,deposit,atm,BANK-GH-00423,25981.76,8691.87,Brong-Ahafo,False,high,20517.66,0,none
BANK-TXN-121000,2025-12-03 16:07:16.471680,BANK-GH-00221,MOMO-GH-00221,4066.14,momo_link,momo,BANK-GH-00263,16764.77,12698.63,Central,False,middle,8246.22,0,none
BANK-TXN-629018,2025-12-03 16:40:53.408988,BANK-GH-00081,MOMO-GH-00081,538.17,transfer,mobile,BANK-GH-00345,2145.02,1606.85,Upper East,False,low,1071.57,0,none
BANK-TXN-486737,2025-12-03 16:56:19.396683,BANK-GH-00441,MOMO-GH-00441,4832.83,momo_link,branch,BANK-GH-00158,20883.68,16050.85,Brong-Ahafo,False,high,10015.44,0,none
BANK-TXN-394158,2025-12-03 17:49:48.393202,BANK-GH-00110,MOMO-GH-00110,7015.53,momo_link,momo,BANK-GH-00247,9285.0,2269.47,Greater Accra,False,middle,7247.91,0,none
BANK-TXN-697905,2025-12-03 17:58:33.400873,BANK-GH-00452,MOMO-GH-00452,731.96,transfer,momo,BANK-GH-00229,1243.48,511.52,Ashanti,False,low,1297.83,0,none
BANK-TXN-141288,2025-12-03 18:06:26.477163,BANK-GH-00437,MOMO-GH-00437,1006.19,momo_link,atm,BANK-GH-00171,3072.99,2066.8,Central,False,low,1378.32,0,none
BANK-TXN-483968,2025-12-03 18:40:07.489792,BANK-GH-00453,MOMO-GH-00453,1586.55,momo_link,momo,BANK-GH-00032,4449.57,2863.02,Volta,False,middle,2717.76,0,none
BANK-TXN-972207,2025-12-03 18:56:39.444933,BANK-GH-00482,MOMO-GH-00482,1007.37,momo_link,internet,BANK-GH-00047,1221.39,214.02,Ashanti,False,low,2135.25,0,none
BANK-TXN-457075,2025-12-03 19:13:48.486918,BANK-GH-00389,MOMO-GH-00389,732.61,momo_link,momo,BANK-GH-00338,2220.68,1488.07,Upper East,False,low,1099.05,0,none
BANK-TXN-458747,2025-12-03 19:33:46.384440,BANK-GH-00148,MOMO-GH-00148,4581.63,deposit,atm,BANK-GH-00163,10549.14,5967.51,Volta,False,middle,5464.17,0,none
BANK-TXN-719596,2025-12-03 20:07:44.450033,BANK-GH-00449,MOMO-GH-00449,3088.61,deposit,momo,BANK-GH-00303,24598.55,21509.94,Western,False,middle,7487.49,0,none
BANK-TXN-821872,2025-12-03 20:57:01.464379,BANK-GH-00382,MOMO-GH-00382,2847.82,momo_link,internet,BANK-GH-00389,11373.26,8525.44,Northern,False,middle,5425.77,0,none
BANK-TXN-308355,2025-12-03 21:09:24.435182,BANK-GH-00055,MOMO-GH-00055,970.1,momo_link,momo,BANK-GH-00089,2642.65,1672.55,Volta,False,low,1764.87,0,none
BANK-TXN-592016,2025-12-03 23:11:23.459255,BANK-GH-00102,MOMO-GH-00102,3987.09,transfer,momo,BANK-GH-00211,2908.6,-1078.49,Central,False,middle,4910.49,0,none
BANK-TXN-860973,2025-12-03 23:12:41.451485,BANK-GH-00396,MOMO-GH-00396,4844.39,deposit,branch,BANK-GH-00117,9350.69,4506.3,Central,False,middle,6957.15,0,none
BANK-TXN-327074,2025-12-03 23:13:11.412800,BANK-GH-00097,MOMO-GH-00097,1031.9,deposit,branch,BANK-GH-00257,763.14,-268.76,Upper West,False,low,1441.32,0,none
BANK-TXN-853067,2025-12-04 01:01:55.478608,BANK-GH-00002,MOMO-GH-00002,3869.45,withdrawal,mobile,BANK-GH-00063,16386.69,12517.24,Volta,False,middle,7125.72,0,none
BANK-TXN-744358,2025-12-04 01:24:19.488207,BANK-GH-00022,MOMO-GH-00022,3722.47,momo_link,internet,BANK-GH-00040,3142.13,-580.34,Northern,False,middle,5033.34,0,none
BANK-TXN-424536,2025-12-04 01:33:19.491164,BANK-GH-00349,MOMO-GH-00349,1322.69,transfer,atm,BANK-GH-00260,4729.35,3406.66,Volta,False,low,1887.99,0,none
BANK-TXN-571688,2025-12-04 01:36:01.467909,BANK-GH-00448,MOMO-GH-00448,1455.78,momo_link,momo,BANK-GH-00320,4440.64,2984.86,Western,False,low,2001.0,0,none
BANK-TXN-364357,2025-12-04 01:37:46.463555,BANK-GH-00422,MOMO-GH-00422,14631.69,momo_link,internet,BANK-GH-00221,34131.31,19499.62,Northern,False,high,23146.29,0,none
BANK-TXN-770342,2025-12-04 02:35:51.484574,BANK-GH-00042,MOMO-GH-00042,1671.63,withdrawal,mobile,BANK-GH-00232,3045.39,1373.76,Eastern,False,low,1807.23,0,none
BANK-TXN-916489,2025-12-04 03:25:36.452883,BANK-GH-00470,MOMO-GH-00470,1883.69,deposit,momo,BANK-GH-00086,3120.99,1237.3,Ashanti,False,low,1990.65,0,none
BANK-TXN-314081,2025-12-04 04:35:58.469930,BANK-GH-00247,MOMO-GH-00247,1418.9,transfer,atm,BANK-GH-00132,5402.72,3983.82,Upper East,False,low,2111.01,0,none
BANK-TXN-152458,2025-12-04 04:47:03.402183,BANK-GH-00272,MOMO-GH-00272,1011.22,momo_link,mobile,BANK-GH-00074,2483.16,1471.94,Upper East,False,low,1563.57,0,none
BANK-TXN-314635,2025-12-04 05:09:48.435931,BANK-GH-00017,MOMO-GH-00017,20964.67,deposit,momo,BANK-GH-00413,58857.3,37892.63,Ashanti,False,high,36430.65,0,none
BANK-TXN-623107,2025-12-04 05:33:15.441148,BANK-GH-00291,MOMO-GH-00291,1034.46,deposit,branch,BANK-GH-00056,2544.63,1510.17,Ashanti,False,low,1392.18,0,none
BANK-TXN-883572,2025-12-04 05:50:17.400919,BANK-GH-00185,MOMO-GH-00185,640.99,transfer,branch,BANK-GH-00072,475.78,-165.21,Northern,False,low,1190.85,0,none
BANK-TXN-329317,2025-12-04 05:50:39.437716,BANK-GH-00277,MOMO-GH-00277,2529.82,deposit,atm,BANK-GH-00436,4358.67,1828.85,Greater Accra,False,middle,3932.64,0,none
BANK-TXN-539979,2025-12-04 05:58:00.390513,BANK-GH-00262,MOMO-GH-00262,3043.05,momo_link,branch,BANK-GH-00075,8007.46,4964.41,Volta,False,middle,4831.17,0,none
BANK-TXN-997727,2025-12-04 06:51:37.461309,BANK-GH-00466,MOMO-GH-00466,3793.14,deposit,atm,BANK-GH-00469,3483.49,-309.65,Upper East,False,middle,5162.97,0,none
BANK-TXN-321257,2025-12-04 06:52:28.460690,BANK-GH-00056,MOMO-GH-00056,7131.19,withdrawal,internet,BANK-GH-00112,19066.51,11935.32,Eastern,False,middle,8605.74,0,none
BANK-TXN-254853,2025-12-04 07:27:16.446391,BANK-GH-00105,MOMO-GH-00105,933.16,withdrawal,atm,BANK-GH-00355,850.79,-82.37,Upper East,False,low,1247.22,0,none
BANK-TXN-140590,2025-12-04 07:58:08.450199,BANK-GH-00396,MOMO-GH-00396,4219.24,deposit,momo,BANK-GH-00185,12746.83,8527.59,Central,False,middle,6957.15,0,none
BANK-TXN-764644,2025-12-04 09:07:25.473540,BANK-GH-00331,MOMO-GH-00331,8676.4,momo_link,momo,BANK-GH-00407,23808.03,15131.63,Brong-Ahafo,False,high,19773.96,0,none
BANK-TXN-861512,2025-12-04 09:41:56.433990,BANK-GH-00441,MOMO-GH-00441,129.53,deposit,momo,BANK-GH-00352,3881.38,3751.85,Brong-Ahafo,False,high,10015.44,0,none
BANK-TXN-564023,2025-12-04 09:43:36.426950,BANK-GH-00400,MOMO-GH-00400,1400.16,momo_link,atm,BANK-GH-00193,1613.42,213.26,Greater Accra,False,middle,2491.05,0,none
BANK-TXN-254785,2025-12-04 10:59:17.395955,BANK-GH-00398,MOMO-GH-00398,1107.91,momo_link,internet,BANK-GH-00082,727.13,-380.78,Greater Accra,False,low,1790.88,0,none
BANK-TXN-105199,2025-12-04 11:33:11.487692,BANK-GH-00433,MOMO-GH-00433,1942.24,transfer,branch,BANK-GH-00003,1631.73,-310.51,Eastern,False,middle,2628.69,0,none
BANK-TXN-975454,2025-12-04 11:35:57.478073,BANK-GH-00150,MOMO-GH-00150,6423.61,deposit,branch,BANK-GH-00329,12091.92,5668.31,Volta,False,middle,7304.73,0,none
BANK-TXN-213618,2025-12-04 12:02:39.490330,BANK-GH-00118,MOMO-GH-00118,24687.44,withdrawal,momo,BANK-GH-00374,65001.85,40314.41,Western,False,high,30919.38,0,none
BANK-TXN-597567,2025-12-04 13:01:18.449843,BANK-GH-00383,MOMO-GH-00383,780.43,transfer,momo,BANK-GH-00399,581.29,-199.14,Central,False,low,1544.46,0,none
BANK-TXN-592588,2025-12-04 13:30:31.477260,BANK-GH-00003,MOMO-GH-00003,1314.84,withdrawal,internet,BANK-GH-00037,2169.49,854.65,Volta,False,middle,2442.9,0,none
BANK-TXN-829022,2025-12-04 13:32:42.419879,BANK-GH-00306,MOMO-GH-00306,2143.02,withdrawal,internet,BANK-GH-00195,11177.34,9034.32,Northern,False,middle,5219.52,0,none
BANK-TXN-767638,2025-12-04 13:39:47.403023,BANK-GH-00119,MOMO-GH-00119,1756.72,momo_link,internet,BANK-GH-00449,3231.39,1474.67,Upper East,False,low,2388.39,0,none
BANK-TXN-330935,2025-12-04 14:08:43.439265,BANK-GH-00479,MOMO-GH-00479,2065.29,withdrawal,atm,BANK-GH-00100,6353.03,4287.74,Upper West,False,low,2135.94,0,none
BANK-TXN-855898,2025-12-04 14:14:13.466182,BANK-GH-00235,MOMO-GH-00235,3867.83,transfer,mobile,BANK-GH-00141,16955.61,13087.78,Central,False,middle,6029.97,0,none
BANK-TXN-287123,2025-12-04 15:16:40.481077,BANK-GH-00164,MOMO-GH-00164,938.56,transfer,mobile,BANK-GH-00276,1554.97,616.41,Upper West,False,low,1952.67,0,none
BANK-TXN-276728,2025-12-04 17:37:28.430073,BANK-GH-00436,MOMO-GH-00436,1142.43,transfer,atm,BANK-GH-00275,3373.3,2230.87,Brong-Ahafo,False,low,2072.16,0,none
BANK-TXN-654251,2025-12-04 17:47:32.478096,BANK-GH-00079,MOMO-GH-00079,1998.93,deposit,atm,BANK-GH-00482,2656.02,657.09,Eastern,False,middle,2743.77,0,none
BANK-TXN-717219,2025-12-04 18:34:10.467887,BANK-GH-00150,MOMO-GH-00150,3144.9,transfer,internet,BANK-GH-00060,3830.41,685.51,Volta,False,middle,7304.73,0,none
BANK-TXN-345101,2025-12-04 19:05:06.488118,BANK-GH-00413,MOMO-GH-00413,1568.83,transfer,internet,BANK-GH-00180,6804.11,5235.28,Volta,False,low,2106.51,0,none
BANK-TXN-875643,2025-12-04 19:21:39.407671,BANK-GH-00224,MOMO-GH-00224,12880.09,withdrawal,branch,BANK-GH-00332,75555.59,62675.5,Upper West,False,high,26863.32,0,none
BANK-TXN-352371,2025-12-04 20:45:12.424671,BANK-GH-00249,MOMO-GH-00249,3489.75,withdrawal,internet,BANK-GH-00075,22469.72,18979.97,Western,False,middle,8081.13,0,none
BANK-TXN-342765,2025-12-04 20:56:39.458125,BANK-GH-00479,MOMO-GH-00479,1507.59,momo_link,internet,BANK-GH-00421,2214.96,707.37,Upper West,False,low,2135.94,0,none
BANK-TXN-376705,2025-12-04 21:11:38.483960,BANK-GH-00024,MOMO-GH-00024,891.27,withdrawal,atm,BANK-GH-00447,1362.5,471.23,Greater Accra,False,low,1846.65,0,none
BANK-TXN-122942,2025-12-04 21:34:56.429239,BANK-GH-00010,MOMO-GH-00010,732.56,transfer,branch,BANK-GH-00152,2698.52,1965.96,Central,False,low,948.15,0,none
BANK-TXN-868344,2025-12-04 21:48:21.450930,BANK-GH-00453,MOMO-GH-00453,2632.4,transfer,branch,BANK-GH-00187,5732.01,3099.61,Volta,False,middle,2717.76,0,none
BANK-TXN-947352,2025-12-04 23:17:45.443828,BANK-GH-00124,MOMO-GH-00124,646.48,momo_link,branch,BANK-GH-00427,1724.42,1077.94,Northern,False,low,2044.32,0,none
BANK-TXN-553882,2025-12-05 00:28:16.391570,BANK-GH-00159,MOMO-GH-00159,5283.02,transfer,momo,BANK-GH-00263,10790.27,5507.25,Upper West,False,middle,5543.22,0,none
BANK-TXN-133049,2025-12-05 00:36:33.411176,BANK-GH-00264,MOMO-GH-00264,2088.83,withdrawal,momo,BANK-GH-00163,9757.17,7668.34,Brong-Ahafo,False,middle,3525.39,0,none
BANK-TXN-570138,2025-12-05 00:38:41.437942,BANK-GH-00312,MOMO-GH-00312,1854.49,transfer,internet,BANK-GH-00467,6065.41,4210.92,Eastern,False,low,2263.5,0,none
BANK-TXN-470334,2025-12-05 01:38:15.463302,BANK-GH-00475,MOMO-GH-00475,6485.92,deposit,internet,BANK-GH-00400,6693.21,207.29,Volta,False,middle,6893.37,0,none
BANK-TXN-544740,2025-12-05 03:52:04.429685,BANK-GH-00133,MOMO-GH-00133,1077.62,transfer,internet,BANK-GH-00373,2817.99,1740.37,Volta,False,low,1546.02,0,none
BANK-TXN-266786,2025-12-05 03:53:46.398315,BANK-GH-00294,MOMO-GH-00294,3120.87,transfer,branch,BANK-GH-00498,17461.42,14340.55,Greater Accra,False,middle,7322.31,0,none
BANK-TXN-906411,2025-12-05 05:28:27.464036,BANK-GH-00122,MOMO-GH-00122,1451.75,transfer,internet,BANK-GH-00038,3627.05,2175.3,Upper West,False,low,2085.0,0,none
BANK-TXN-318981,2025-12-05 05:39:37.399427,BANK-GH-00178,MOMO-GH-00178,393.07,deposit,internet,BANK-GH-00469,2982.43,2589.36,Western,False,low,1352.13,0,none
BANK-TXN-678940,2025-12-05 05:46:00.446906,BANK-GH-00184,MOMO-GH-00184,5406.75,momo_link,internet,BANK-GH-00294,6404.21,997.46,Western,False,middle,7322.31,0,none
BANK-TXN-242314,2025-12-05 06:00:09.467543,BANK-GH-00118,MOMO-GH-00118,19924.31,withdrawal,atm,BANK-GH-00177,51903.07,31978.76,Western,False,high,30919.38,0,none
BANK-TXN-955408,2025-12-05 06:09:56.447725,BANK-GH-00068,MOMO-GH-00068,4321.05,momo_link,atm,BANK-GH-00245,7479.56,3158.51,Eastern,False,middle,5532.84,0,none
